Date,Open,High,Low,Close,Adj Close,Volume
2018-10-30,0.014439,0.022857,0.014008,0.021399,0.021399,5376590
2018-10-31,0.021579,0.026725,0.019405,0.023906,0.023906,4459530
2018-11-01,0.024075,0.027383,0.020888,0.022266,0.022266,3168180
2018-11-02,0.021926,0.023796,0.021300,0.023565,0.023565,1791030
2018-11-03,0.023620,0.023897,0.022092,0.022908,0.022908,965879
2018-11-04,0.022804,0.024280,0.022502,0.024261,0.024261,1135700
2018-11-05,0.024311,0.024358,0.020699,0.021465,0.021465,2137300
2018-11-06,0.021429,0.023911,0.020939,0.022995,0.022995,2796100
2018-11-07,0.023195,0.023476,0.021585,0.021686,0.021686,3645420
2018-11-08,0.021703,0.021876,0.018397,0.019304,0.019304,8282120
2018-11-09,0.019320,0.020258,0.019016,0.020208,0.020208,13034900
2018-11-10,0.020199,0.022665,0.020085,0.021682,0.021682,5174440
2018-11-11,0.021655,0.021728,0.020427,0.020951,0.020951,5513910
2018-11-12,0.021134,0.023984,0.020652,0.021172,0.021172,4911350
2018-11-13,0.021176,0.021528,0.020718,0.020864,0.020864,4287590
2018-11-14,0.020878,0.021131,0.016186,0.017043,0.017043,5595450
2018-11-15,0.017119,0.017312,0.015404,0.016589,0.016589,2566080
2018-11-16,0.016523,0.017470,0.015993,0.016352,0.016352,3262780
2018-11-17,0.016406,0.016460,0.015686,0.015855,0.015855,5819570
2018-11-18,0.015848,0.016076,0.014953,0.015286,0.015286,5513520
2018-11-19,0.015345,0.015400,0.010754,0.010754,0.010754,3808570
2018-11-20,0.010692,0.011127,0.008583,0.008891,0.008891,2146440
2018-11-21,0.008856,0.009707,0.008237,0.009171,0.009171,2405460
2018-11-22,0.009214,0.009750,0.008744,0.008744,0.008744,2208280
2018-11-23,0.008804,0.008821,0.007885,0.008250,0.008250,1810670
2018-11-24,0.008252,0.008523,0.007195,0.007411,0.007411,1544250
2018-11-25,0.007416,0.007482,0.006507,0.006951,0.006951,1594180
2018-11-26,0.006937,0.007109,0.006067,0.006656,0.006656,1634150
2018-11-27,0.006673,0.006751,0.005975,0.006440,0.006440,2050360
2018-11-28,0.006433,0.007381,0.006433,0.007189,0.007189,2001780
2018-11-29,0.007180,0.007424,0.006847,0.007102,0.007102,1958590
2018-11-30,0.007082,0.007173,0.006285,0.006408,0.006408,1875891
2018-12-01,0.006344,0.007154,0.006241,0.006990,0.006990,1935266
2018-12-02,0.006940,0.007116,0.006345,0.006516,0.006516,1733436
2018-12-03,0.006534,0.006555,0.005856,0.005871,0.005871,1239198
2018-12-04,0.005841,0.006223,0.005775,0.006016,0.006016,1497704
2018-12-05,0.006024,0.006041,0.005172,0.005183,0.005183,694730
2018-12-06,0.005190,0.005394,0.004448,0.004448,0.004448,442719
2018-12-07,0.004439,0.004544,0.003989,0.004399,0.004399,435743
2018-12-08,0.004397,0.004722,0.004214,0.004489,0.004489,499222
2018-12-09,0.004458,0.004922,0.004375,0.004922,0.004922,557759
2018-12-10,0.004914,0.005201,0.004680,0.005141,0.005141,531315
2018-12-11,0.005169,0.005197,0.004922,0.005057,0.005057,455498
2018-12-12,0.005053,0.005968,0.005021,0.005868,0.005868,580931
2018-12-13,0.005878,0.005955,0.005173,0.005196,0.005196,648432
2018-12-14,0.005207,0.005404,0.005085,0.005174,0.005174,495494
2018-12-15,0.005177,0.005326,0.005053,0.005273,0.005273,440208
